0,8.82147e-08
0.0005,5.72489e-07
0.001,2.10649e-06
0.0015,5.83105e-06
0.002,1.301e-05
0.0025,2.45138e-05
0.003,4.11979e-05
0.0035,6.44515e-05
0.004,9.5898e-05
0.0045,0.00013695
0.005,0.000189028
0.0055,0.000253744
0.006,0.000332485
0.0065,0.000426127
0.007,0.000535413
0.0075,0.000661257
0.008,0.000804279
0.0085,0.000964616
0.009,0.0011426
0.0095,0.00133934
0.01,0.00155641
0.0105,0.00179509
0.011,0.00205614
0.0115,0.00233978
0.012,0.00264557
0.0125,0.00297278
0.013,0.003321
0.0135,0.0036901
0.014,0.00407967
0.0145,0.00448906
0.015,0.0049175
0.0155,0.00536391
0.016,0.00582685
0.0165,0.0063046
0.017,0.0067953
0.0175,0.00729714
0.018,0.00780826
0.0185,0.00832665
0.019,0.00885038
0.0195,0.0093776
0.02,0.00990612
0.0205,0.0104335
0.021,0.0109583
0.0215,0.011481
0.022,0.0120037
0.0225,0.0125289
0.023,0.0130592
0.0235,0.0135967
0.024,0.0141434
0.0245,0.0147013
0.025,0.0152726
0.0255,0.0158597
0.026,0.0164663
0.0265,0.0170957
0.027,0.0177507
0.0275,0.0184341
0.028,0.0191482
0.0285,0.0198945
0.029,0.0206736
0.0295,0.0214858
0.03,0.0223318
0.0305,0.0232123
0.031,0.0241284
0.0315,0.0250801
0.032,0.0260675
0.0325,0.0270897
0.033,0.0281457
0.0335,0.0292346
0.034,0.030356
0.0345,0.031509
0.035,0.0326914
0.0355,0.0338999
0.036,0.0351318
0.0365,0.0363855
0.037,0.0376598
0.0375,0.0389533
0.038,0.0402639
0.0385,0.0415892
0.039,0.042927
0.0395,0.0442746
0.04,0.0456292
0.0405,0.0469878
0.041,0.0483482
0.0415,0.049708
0.042,0.0510655
0.0425,0.0524192
0.043,0.0537682
0.0435,0.0551111
0.044,0.056446
0.0445,0.0577716
0.045,0.059088
0.0455,0.0603955
0.046,0.0616949
0.0465,0.0629875
0.047,0.0642747
0.0475,0.0655566
0.048,0.0668335
0.0485,0.0681054
0.049,0.069373
0.0495,0.070637
0.05,0.0718979
0.0505,0.0731557
0.051,0.0744104
0.0515,0.0756619
0.052,0.0769103
0.0525,0.0781552
0.053,0.079396
0.0535,0.0806321
0.054,0.0818633
0.0545,0.08309
0.055,0.0843123
0.0555,0.0855301
0.056,0.0867439
0.0565,0.0879553
0.057,0.0891655
0.0575,0.0903752
0.058,0.0915846
0.0585,0.0927948
0.059,0.0940069
0.0595,0.0952222
0.06,0.0964423
0.0605,0.0976682
0.061,0.0989006
0.0615,0.10014
0.062,0.101389
0.0625,0.102646
0.063,0.103914
0.0635,0.105192
0.064,0.106483
0.0645,0.107787
0.065,0.109104
0.0655,0.110434
0.066,0.111779
0.0665,0.113139
0.067,0.114514
0.0675,0.115906
0.068,0.117314
0.0685,0.118737
0.0690001,0.120175
0.0695001,0.121629
0.0700001,0.123096
0.0705001,0.124575
0.0710001,0.126064
0.0715001,0.127563
0.0720001,0.129071
0.0725001,0.130588
0.0730001,0.13211
0.0735001,0.133637
0.0740001,0.135166
0.0745001,0.136695
0.0750001,0.138223
0.0755001,0.139746
0.0760001,0.14126
0.0765001,0.142763
0.0770001,0.144253
0.0775001,0.145734
0.0780001,0.147207
0.0785001,0.148675
0.0790001,0.150143
0.0795001,0.151611
0.0800001,0.153083
0.0805001,0.154559
0.0810001,0.156042
0.0815001,0.157532
0.0820001,0.159031
0.0825001,0.160539
0.0830001,0.16206
0.0835001,0.163593
0.0840001,0.165141
0.0845001,0.166703
0.0850001,0.16828
0.0855001,0.169873
0.0860001,0.171482
0.0865001,0.173107
0.0870001,0.174749
0.0875001,0.176408
0.0880001,0.178084
0.0885001,0.179778
0.0890001,0.181488
0.0895001,0.183215
0.0900001,0.184955
0.0905001,0.186709
0.0910001,0.188475
0.0915001,0.190252
0.0920001,0.192039
0.0925001,0.193833
0.0930001,0.195635
0.0935001,0.197444
0.0940001,0.19926
0.0945001,0.20108
0.0950001,0.202902
0.0955001,0.204723
0.0960001,0.206542
0.0965001,0.208354
0.0970001,0.210158
0.0975001,0.211952
0.0980001,0.213732
0.0985001,0.215496
0.0990001,0.217243
0.0995001,0.218972
0.1,0.220687
0.1005,0.222388
0.101,0.224079
0.1015,0.225763
0.102,0.227442
0.1025,0.229119
0.103,0.230798
0.1035,0.232479
0.104,0.234168
0.1045,0.235866
0.105,0.237575
0.1055,0.239298
0.106,0.241036
0.1065,0.242789
0.107,0.24456
0.1075,0.24635
0.108,0.24816
0.1085,0.249991
0.109,0.251845
0.1095,0.253722
0.11,0.255621
0.1105,0.257544
0.111,0.259489
0.1115,0.261455
0.112,0.263442
0.1125,0.265451
0.113,0.267479
0.1135,0.269526
0.114,0.27159
0.1145,0.27367
0.115,0.275763
0.1155,0.277869
0.116,0.279984
0.1165,0.282106
0.117,0.284231
0.1175,0.286359
0.118,0.288486
0.1185,0.290609
0.119,0.292725
0.1195,0.294831
0.12,0.296924
0.1205,0.299001
0.121,0.301059
0.1215,0.303098
0.122,0.305114
0.1225,0.307107
0.123,0.309079
0.1235,0.311032
0.124,0.312968
0.1245,0.314891
0.125,0.316801
0.1255,0.318701
0.126,0.320592
0.1265,0.322475
0.127,0.324351
0.1275,0.32622
0.128,0.328085
0.1285,0.329947
0.129,0.331807
0.1295,0.333667
0.13,0.335528
0.1305,0.33739
0.131,0.339254
0.1315,0.34112
0.132,0.342987
0.1325,0.344854
0.133,0.346721
0.1335,0.348588
0.134,0.350453
0.1345,0.352317
0.135,0.354178
0.1355,0.356035
0.136,0.357888
0.1365,0.359737
0.137,0.361581
0.1375,0.363418
0.138,0.36525
0.1385,0.367074
0.139,0.368889
0.1395,0.370693
0.14,0.372487
0.1405,0.374269
0.141,0.376038
0.1415,0.377794
0.142,0.379536
0.1425,0.381263
0.143,0.382973
0.1435,0.384666
0.144,0.38634
0.1445,0.387994
0.145,0.389629
0.1455,0.391243
0.146,0.392837
0.1465,0.39441
0.147,0.395962
0.1475,0.397492
0.148,0.398999
0.1485,0.400483
0.149,0.401946
0.1495,0.403387
0.15,0.404806
0.1505,0.406205
0.151,0.407582
0.1515,0.408939
0.152,0.410275
0.1525,0.411589
0.153,0.412882
0.1535,0.414153
0.154,0.415402
0.1545,0.416629
0.155,0.417835
0.1555,0.41902
0.156,0.420184
0.1565,0.421329
0.157,0.422453
0.1575,0.423558
0.158,0.424644
0.1585,0.425709
0.159,0.426753
0.1595,0.427776
0.16,0.428776
0.1605,0.429753
0.161,0.430708
0.1615,0.431641
0.162,0.432552
0.1625,0.433443
0.163,0.434314
0.1635,0.435167
0.164,0.436001
0.1645,0.436818
0.165,0.437616
0.1655,0.438395
0.166,0.439157
0.1665,0.4399
0.167,0.440627
0.1675,0.441338
0.168,0.442035
0.1685,0.442719
0.169,0.443391
0.1695,0.44405
0.17,0.444697
0.1705,0.445333
0.171,0.445956
0.1715,0.446568
0.172,0.447168
0.1725,0.447756
0.173,0.448331
0.1735,0.448891
0.174,0.449436
0.1745,0.449964
0.175,0.450475
0.1755,0.450968
0.176,0.451441
0.1765,0.451894
0.176999,0.452328
0.177499,0.452745
0.177999,0.453146
0.178499,0.453532
0.178999,0.453905
0.179499,0.454266
0.179999,0.454616
0.180499,0.454956
0.180999,0.455288
0.181499,0.455612
0.181999,0.455929
0.182499,0.456241
0.182999,0.456548
0.183499,0.456853
0.183999,0.457158
0.184499,0.457464
0.184999,0.457773
0.185499,0.458086
0.185999,0.458404
0.186499,0.458726
0.186999,0.459053
0.187499,0.459384
0.187999,0.459719
0.188499,0.460056
0.188999,0.460396
0.189499,0.460737
0.189999,0.46108
0.190499,0.461426
0.190999,0.461774
0.191499,0.462123
0.191999,0.462473
0.192499,0.462822
0.192999,0.463168
0.193499,0.463509
0.193999,0.463844
0.194499,0.464173
0.194999,0.464492
0.195499,0.464801
0.195999,0.465096
0.196499,0.465375
0.196999,0.465638
0.197499,0.465881
0.197999,0.466106
0.198499,0.466315
0.198999,0.466509
0.199499,0.466691
0.199999,0.466865
0.200499,0.467033
0.200999,0.467198
0.201499,0.467363
0.201999,0.46753
0.202499,0.467702
0.202999,0.46788
0.203499,0.468067
0.203999,0.468265
0.204499,0.468475
0.204999,0.4687
0.205499,0.468943
0.205999,0.469204
0.206499,0.469486
0.206999,0.46979
0.207499,0.470116
0.207999,0.470465
0.208499,0.470837
0.208999,0.471234
0.209499,0.471656
0.209999,0.472102
0.210499,0.472571
0.210999,0.473063
0.211499,0.473578
0.211999,0.474115
0.212499,0.474674
0.212999,0.475255
0.213499,0.475857
0.213999,0.476477
0.214499,0.477113
0.214999,0.477765
0.215499,0.478429
0.215999,0.479103
0.216499,0.479785
0.216999,0.480472
0.217499,0.481163
0.217999,0.481854
0.218499,0.482545
0.218999,0.483233
0.219499,0.483916
0.219999,0.484592
0.220499,0.485259
0.220999,0.485913
0.221499,0.486554
0.221999,0.487179
0.222499,0.487787
0.222999,0.488376
0.223499,0.488944
0.223999,0.489491
0.224499,0.490019
0.224999,0.490529
0.225499,0.491023
0.225999,0.491504
0.226499,0.491973
0.226999,0.492434
0.227499,0.492886
0.227999,0.493332
0.228499,0.493771
0.228999,0.494204
0.229499,0.494632
0.229999,0.495057
0.230499,0.495479
0.230999,0.495899
0.231499,0.496318
0.231999,0.496737
0.232499,0.497156
0.232999,0.497576
0.233499,0.497994
0.233999,0.498411
0.234499,0.498825
0.234999,0.499236
0.235499,0.499643
0.235999,0.500045
0.236499,0.500441
0.236999,0.500831
0.237499,0.501214
0.237999,0.501589
0.238499,0.501955
0.238999,0.502313
0.239499,0.50266
0.239999,0.502998
0.240499,0.503325
0.240999,0.503642
0.241499,0.503947
0.241999,0.504242
0.242499,0.504526
0.242999,0.504796
0.243499,0.505052
0.243999,0.505295
0.244499,0.505524
0.244999,0.50574
0.245499,0.505942
0.245999,0.506131
0.246499,0.506306
0.246999,0.506466
0.247499,0.506614
0.247999,0.506747
0.248499,0.506865
0.248999,0.506968
0.249499,0.507055
0.249999,0.507126
0.250499,0.507182
0.250999,0.507221
0.251499,0.507245
0.251999,0.507253
0.252499,0.507247
0.252999,0.507227
0.253499,0.507194
0.253999,0.507147
0.254499,0.507088
0.254999,0.507016
0.255498,0.506931
0.255998,0.506832
0.256498,0.506719
0.256998,0.506592
0.257498,0.50645
0.257998,0.506293
0.258498,0.50612
0.258998,0.50593
0.259498,0.505724
0.259998,0.505504
0.260498,0.505268
0.260998,0.505017
0.261498,0.504751
0.261998,0.50447
0.262498,0.504174
0.262998,0.503863
0.263498,0.503537
0.263998,0.503195
0.264498,0.502838
0.264998,0.502465
0.265498,0.502074
0.265998,0.501667
0.266498,0.501244
0.266998,0.500806
0.267498,0.500353
0.267998,0.499886
0.268498,0.499403
0.268998,0.498906
